,业绩比较基准,基准对应的基金数目
353,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*25%+中证港股通综合指数收益率*10%,1
1000,同期人民币一年期定期存款利率(税前),1
772,中证内地消费指数涨跌幅*80%+中国债券总指数涨跌幅*20%,1
775,中证内地资源主题指数收益率*80%+中债总指数收益率*20%,1
1089,沪深300指数*50%+中国债券综合全价指数*50%,1
366,中国战略新兴产业成份指数收益率*70%+中债综合全价指数收益率*20%+恒生港股通指数收益率(使用估值汇率折算)*10%,1
519,中证800指数收益率*55%+中债综合财富指数收益率*45%,1
364,中国战略新兴产业成份指数收益率*70%+中债总指数收益率*20%+中证港股通综合指数收益率*10%,1
1093,沪深300指数*55%+中债总指数*45%,1
521,中证800指数收益率*55%+中证综合债券指数收益率*35%+恒生综合指数收益率*10%,1
1095,沪深300指数*55%+中国债券综合全价指数*45%,1
360,中国战略新兴产业成份指数收益率*65%+中证综合债券指数收益率*35%,1
354,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*30%+中证港股通综合指数(人民币)收益率*5%,1
359,中国战略新兴产业成份指数收益率*65%+中债综合财富指数收益率*20%+恒生指数收益率*15%,1
522,中证800指数收益率*55%+恒生指数收益率(使用估值汇率折算)*25%+中债综合指数收益率*20%,1
523,中证800指数收益率*57%+中债综合指数收益率*43%,1
1101,沪深300指数*60%+中债国债指数*40%,1
356,中国战略新兴产业成份指数收益率*65%+中债综合指数收益率*20%+恒生指数收益率*15%,1
1103,沪深300指数*60%+中证综合债券指数*20%+一年期定期存款利率*20%,1
355,中国战略新兴产业成份指数收益率*65%+中债综合全价(总值)指数收益率*25%+中证港股通综合指数(人民币)收益率*10%,1
1105,沪深300指数*60%+恒生指数*20%+中国债券总指数收益率*20%,1
530,中证800指数收益率*60%+中债新综合(财富)指数收益率*40%,1
531,中证800指数收益率*60%+中债综合全价指数收益率*30%+中证港股通综合指数收益率*10%,1
340,中国战略新兴产业成份指数收益率*60%+中债综合指数收益率*30%+恒生互联网科技业指数收益率*10%,1
757,中证内地消费主题指数收益率*60%+中债综合指数收益率*40%,1
1158,沪深300指数收益率*40%+恒生指数收益率(使用估值汇率折算)*40%+中债综合财富指数收益率*20%,1
1159,沪深300指数收益率*40%+恒生指数收益率(经汇率调整后)*40%+中证综合债指数收益率*20%,1
1160,沪深300指数收益率*40%+恒生指数收益率*30%+中债综合指数收益率*30%,1
1161,沪深300指数收益率*40%+恒生指数收益率*30%+中证全债指数收益率*30%,1
1162,沪深300指数收益率*40%+恒生指数收益率*40%+中债新综合财富(总值)指数收益率*20%,1
1163,沪深300指数收益率*40%+恒生指数收益率*40%+中债综合财富指数收益率*20%,1
1164,沪深300指数收益率*40%+恒生指数收益率*40%+中证全债指数收益率*20%,1
1165,沪深300指数收益率*40%+恒生指数收益率*40%+中证综合债券指数收益率*20%,1
324,中国债券总指数收益率*75%+沪深300指数收益率*18%+银行活期存款利率(税后)*5%+恒生指数收益率*2%,1
1132,沪深300指数*80%+同业存款利率*20%,1
1168,沪深300指数收益率*45%+中证港股通综合人民币指数收益率*35%+中债总指数收益率*20%,1
322,中国债券总指数收益率*55%+沪深300指数收益率*45%,1
818,中证国债指数收益率*50%+上证180指数收益率*45%+同业存款利率*5%,1
1171,沪深300指数收益率*45%+恒生指数收益率(使用估值汇率折算)*30%+中证全债指数收益率*20%+金融机构人民币活期存款基准利率(税后)*5%,1
541,中证800指数收益率*60%+中证全债指数收益率*25%+人民币计价的恒生综合指数收益率*15%,1
1173,沪深300指数收益率*45%+恒生综合指数收益率*45%+上证国债指数收益率*10%,1
1174,沪深300指数收益率*49%+中债新综合总财富指数收益率*41%+1年期央行定存基准利率*10%,1
1175,沪深300指数收益率*50%+1年期定期存款利率(税后)*50%,1
329,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率(使用估值汇率折算)*10%,1
1154,沪深300指数收益率*40%+中证港股通综合指数收益率*30%+中债总指数收益率*30%,1
537,中证800指数收益率*60%+中债综合指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,1
536,中证800指数收益率*60%+中债综合指数收益率*30%+中证港股通综合指数收益率*10%,1
1133,沪深300指数*80%+金融同业存款利率*20%,1
1134,沪深300指数*80%+银行同业存款利率*20%,1
1136,沪深300指数*85%+中债国债总指数(全价)*10%+同业存款息率*5%,1
1137,沪深300指数*85%+中债国债总指数(全价)*15%,1
1138,沪深300指数*85%+金融同业存款利率*15%,1
1140,沪深300指数*95%+同业存款利率*5%,1
1141,沪深300指数*S+中证全债指数*(100%-S)其中S值见下表:参照指数(I) 股票类资产比例(S) I<2750         95% 2750≤I<3000 85% 3000≤I<3250 75% 3250≤I<3500 65% 3500≤I<3750 55% 3750≤I<4000 45% 4000≤I<4250 35% 4250≤I<4500 25% 4500≤I<4750 15% 4750≤I<5000 5% 5000≤I 0,1
1142,沪深300指数增长率*75%+中证全债指数增长率*25%,1
1143,沪深300指数增长率*95%+同业存款收益率*5%,1
1144,沪深300指数收益率,1
336,中国战略新兴产业成份指数收益率*55%+中债综合全价指数收益率*45%,1
335,中国战略新兴产业成份指数收益率*50%+中证综合债指数收益率*45%+恒生指数收益率(使用估值汇率折算)*5%,1
1,(上证180指数收益率*80%+深证100指数收益率*20%)*75%+中证全债指数收益率*25%,1
1148,沪深300指数收益率*35%+恒生指数收益率*35%+中证综合债券指数收益率*30%,1
1149,沪深300指数收益率*40%+上证国债指数收益率*40%+中证港股通综合指数(人民币)收益率*20%,1
1150,沪深300指数收益率*40%+中债总指数(全价)收益率*40%+恒生指数收益率*20%,1
333,中国战略新兴产业成份指数收益率*50%+中证全债指数收益率*50%,1
1087,沪深300指数*45%+恒生指数*45%+中证全债指数*10%,1
1086,沪深300指数*40%+恒生指数*40%+中国债券总指数收益率*20%,1
1085,沪深300成长指数*60%+中证国债指数收益率*40%,1
1030,富时中国A股红利150指数收益率*60%+富时中国国债指数收益率*40%,1
386,中证500指数(000905)*55%+中证全债指数*45%,1
1023,富时中国A600指数收益率*50%+中债综合指数(财富)收益率*50%,1
1024,富时中国A600指数收益率*60%+中证国债指数收益率*35%+同业存款利率*5%,1
1025,富时中国A600指数收益率*70%+中债国债总指数(财富)*30%,1
1026,富时中国A600指数收益率*80%+中债综合指数(财富)收益率*20%,1
1027,富时中国A600稳定行业指数*65%+上证国债指数*35%,1
1028,富时中国A全指*75%+富时中国国债指数*25%,1
1029,富时中国A股红利150指数*80%+富时中国国债指数*20%,1
1031,富时中国A股蓝筹价值100指数*60%+中证全债指数*40%,1
381,中国战略新兴产业成分指数收益率*70%+中债新综合全价(总值)指数收益率*20%+中证港股通TMT主题投资指数收益率*10%,1
1032,富时中国全A指数收益率*62.5%+中证国债指数收益率*32.5%+金融同业存款利率*5%,1
1033,巨潮200(大盘)指数收益率*60%+中债总指数收益率*40%,1
1034,巨潮500(小盘)指数收益率*60%+中债总指数收益率*40%,1
1035,年化收益率10%,1
779,中证创新驱动主题指数收益率*70%+中债综合财富指数收益率*20%+中证港股通综合指数收益率(使用估值汇率折算)*10%,1
384,中证100指数*75%+中证综合债券指数*25%,1
383,中证1000指数*95%+中证综合债券指数*5%,1
382,中国战略新兴产业成分指数收益率*75%+上证国债指数收益率*25%,1
1021,富时中国A600指数*75%+富时中国国债指数*25%,1
1020,富时中国A600指数*65%+富时中国国债指数*35%,1
1019,富时中国A600指数*60%+中国债券总指数*40%,1
1018,富时中国A600成长行业指数*65%+上证国债指数*35%,1
1001,国证航天军工指数收益率*50%+中证综合债指数收益率*50%,1
1002,"在基金合同生效时的值为0.90元,随着时间的推移每天上涨,在任意一天的斜率为同时期一年期银行存款利率(税后)除以365",1
1003,天相280指数*70%+中债综合指数*30%,1
1004,天相中盘成长指数*40%+天相小盘成长指数*40%+中债-国债总指数*20%,1
1005,天相中盘指数收益率*40%+天相小盘指数收益率*40%+上证国债指数收益率*20%,1
1006,天相中盘指数收益率*40%+天相小盘指数收益率*40%+中债综合全价(总值)指数收益率*20%,1
1007,天相中盘指数收益率*40%+天相小盘指数收益率*40%+中证综合债指数收益率*20%,1
1008,天相中盘指数收益率*45%+天相小盘指数收益率*35%+中债总指数收益率*20%,1
389,中证500指数*80%+中证综合债券指数*20%,1
1010,天相小盘成长指数*45%+天相中盘成长指数*35%+中证全债指数*20%,1
1011,天相转债指数收益率*35%+天相280指数收益率*30%+天相国债全价指数收益率*30%+金融同业存款利率*5%,1
388,中证500指数*60%+中证全债指数*40%,1
1013,富时中国A200指数*80%+富时中国国债指数*20%,1
1014,富时中国A600周期行业指数*65%+上证国债指数*35%,1
1015,富时中国A600成长指数*75%+中证综合债券指数*25%,1
387,中证500指数*55%+中证全债指数*45%,1
1017,富时中国A600成长指数收益率*75%+中证综合债券指数收益率*25%,1
1040,恒生中国企业指数(使用估值汇率折算)收益率*70%+人民币活期存款利率(税后)*30%,1
1042,恒生指数收益率(使用估值汇率折算)*60%+中债综合指数收益率*40%,1
1084,沪深300价值指数收益率*60%+中债总指数收益率*40%,1
1074,标普中国A股300指数*70%+上证国债指数收益率*20%+同业活期存款利率*10%,1
370,中国战略新兴产业成份指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,1
1067,恒生综合指数收益率*80%+人民币银行活期存款利率(税后)*20%,1
1068,新上证综合指数收益率,1
1069,标普中国A股100指数*80%+中证综合债指数*20%,1
1070,标普中国A股300价值指数*45%+标普中国A股300成长指数*30%+中证综合债指数*25%,1
1071,标普中国A股300成长指数*60%+中证综合债指数*40%,1
1072,标普中国A股300指数*55%+中证综合债指数*45%,1
1073,标普中国A股300指数*60%+中证全债指数*35%+同业存款利率*5%,1
1075,标普中国A股300指数*70%+中证全债指数*30%,1
1043,恒生指数收益率(使用估值汇率折算)*60%+中证全债指数收益率*25%+沪深300指数收益率*15%,1
1076,标普中国A股300指数*80%+中证全债指数*20%,1
1077,标普中国A股300指数收益率*70%+中证综合债指数收益率*30%,1
1078,标普中国A股300指数收益率*75%+中证综合债指数收益率*25%,1
1079,标普中国A股300指数收益率*75%+同业存款利率*25%,1
1080,标普中国A股300指数收益率*80%+中证综合债指数收益率*15%+同业存款利率*5%,1
1081,标普中国A股红利机会指数收益率*75%+上证国债指数收益率*25%,1
639,中证800指数收益率*85%+银行活期存款利率(税后)*10%+中证港股通综合指数*5%,1
1083,沪深300*80%+中债总指数*20%,1
371,中国战略新兴产业成份指数收益率*70%+中债综合财富指数收益率*30%,1
1064,恒生综合指数收益率*55%+中证综合债指数收益率*45%,1
1063,恒生综合指数收益率(经汇率调整后)*70%+中债综合全价(总值)指数*20%+沪深300指数收益率*10%,1
1062,恒生港股通指数收益率(使用估值汇率折算)*75%+中证全债指数收益率*20%+金融机构人民币活期存款基准利率(税后)*5%,1
380,中国战略新兴产业成分指数收益率*50%+中证全债指数收益率*50%,1
517,中证800指数收益率*55%+中债综合全价(总值)指数收益率*25%+中证港股通综合指数(人民币)收益率*20%,1
776,中证军工指数收益率*60%+上证国债指数收益率*40%,1
375,中国战略新兴产业成份指数收益率*75%+中债综合指数收益率*25%,1
1049,恒生指数收益率(使用估值汇率折算)*80%+沪深300指数收益率*10%+中债综合(全价)指数收益率*10%,1
1050,恒生指数收益率(经汇率调整后)*65%+中债综合指数(全价)收益率*20%+沪深300指数收益率*15%,1
1051,恒生指数收益率*35%+中证800指数收益率*35%+中证综合债券指数收益率*30%,1
374,中国战略新兴产业成份指数收益率*75%+中债综合全价指数收益率*25%,1
1053,恒生指数收益率*50%+中国债券总指数收益率*40%+沪深300指数收益率*10%,1
1054,恒生指数收益率*60%+中国债券总财富指数收益率*20%+沪深300指数收益率*20%,1
373,中国战略新兴产业成份指数收益率*75%+上证国债指数收益率*25%,1
1056,恒生指数收益率*70%+银行活期存款利率(税后)*20%+沪深300指数收益率*10%,1
1057,恒生指数收益率*75%+中债综合全价指数收益率*20%+沪深300指数收益率*5%,1
372,中国战略新兴产业成份指数收益率*70%+中证全债指数收益率*30%,1
1059,恒生指数收益率*80%+沪深300指数收益率*10%+中证全债指数收益率*10%,1
1060,恒生指数收益率*85%+银行活期存款利率(税后)*15%,1
1061,恒生指数收益率*90%+银行活期存款利率(税后)*10%,1
