,证券代码,证券简称,投资类型(一级分类),投资类型(二级分类),业绩比较基准,基准是_1,基准比例_1,基准是_2,基准比例_2,基准是_3,基准比例_3,基准是_4,基准比例_4,基准是_5,基准比例_5
7579,009356.OF,博时季季乐三个月持有A,债券型基金,短期纯债型基金,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,中债总财富(1-3年)指数收益率,80%,一年期定期存款利率(税后),20%,nan,,nan,,nan,
7580,009357.OF,博时季季乐三个月持有C,债券型基金,短期纯债型基金,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,中债总财富(1-3年)指数收益率,80%,一年期定期存款利率(税后),20%,nan,,nan,,nan,
7581,009358.OF,兴业稳健双利一年A,债券型基金,混合债券型二级基金,中债综合全价指数收益率*90%+沪深300指数收益率*10%,中债综合全价指数收益率,90%,沪深300指数收益率,10%,nan,,nan,,nan,
7582,009359.OF,兴业稳健双利一年C,债券型基金,混合债券型二级基金,中债综合全价指数收益率*90%+沪深300指数收益率*10%,中债综合全价指数收益率,90%,沪深300指数收益率,10%,nan,,nan,,nan,
7583,009360.OF,招商创新增长A,混合型基金,偏股混合型基金,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,沪深300指数收益率,60%,中证全债指数收益率,30%,恒生指数收益率(使用估值汇率折算),10%,nan,,nan,
7584,009361.OF,招商创新增长C,混合型基金,偏股混合型基金,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,沪深300指数收益率,60%,中证全债指数收益率,30%,恒生指数收益率(使用估值汇率折算),10%,nan,,nan,
7585,009362.OF,招商丰盈积极配置A,混合型基金,偏股混合型基金,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,沪深300指数收益率,60%,中证全债指数收益率,30%,恒生指数收益率(使用估值汇率折算),10%,nan,,nan,
7586,009363.OF,招商丰盈积极配置C,混合型基金,偏股混合型基金,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,沪深300指数收益率,60%,中证全债指数收益率,30%,恒生指数收益率(使用估值汇率折算),10%,nan,,nan,
7587,009364.OF,工银科技创新6个月A,混合型基金,偏股混合型基金,中国战略新兴产业成份指数收益率*70%+中债综合财富(总值)指数收益率*25%+恒生指数收益率*5%,中国战略新兴产业成份指数收益率,70%,中债综合财富(总值)指数收益率,25%,恒生指数收益率,5%,nan,,nan,
7588,009365.OF,工银科技创新6个月C,混合型基金,偏股混合型基金,中国战略新兴产业成份指数收益率*70%+中债综合财富(总值)指数收益率*25%+恒生指数收益率*5%,中国战略新兴产业成份指数收益率,70%,中债综合财富(总值)指数收益率,25%,恒生指数收益率,5%,nan,,nan,
7589,009366.OF,浦银安盛科技创新一年定开A,混合型基金,偏股混合型基金,中国战略新兴产业成份指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率*10%,中国战略新兴产业成份指数收益率,60%,中证全债指数收益率,30%,恒生指数收益率,10%,nan,,nan,
7590,009367.OF,浦银安盛科技创新一年定开C,混合型基金,偏股混合型基金,中国战略新兴产业成份指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率*10%,中国战略新兴产业成份指数收益率,60%,中证全债指数收益率,30%,恒生指数收益率,10%,nan,,nan,
7591,009368.OF,浦银安盛价值精选A,混合型基金,偏股混合型基金,沪深300指数收益率*70%+中证全债指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,沪深300指数收益率,70%,中证全债指数收益率,20%,恒生指数收益率(使用估值汇率折算),10%,nan,,nan,
7592,009369.OF,浦银安盛价值精选C,混合型基金,偏股混合型基金,沪深300指数收益率*70%+中证全债指数收益率*20%+恒生指数收益率(使用估值汇率折算)*10%,沪深300指数收益率,70%,中证全债指数收益率,20%,恒生指数收益率(使用估值汇率折算),10%,nan,,nan,
7593,009370.OF,浦银安盛睿和优选3个月持有A,混合型基金,平衡混合型基金,中证股票型基金指数收益率*75%+中证债券型基金指数收益率*20%+银行活期存款利率(税后)*5%,中证股票型基金指数收益率,75%,中证债券型基金指数收益率,20%,银行活期存款利率(税后),5%,nan,,nan,
7594,009371.OF,浦银安盛睿和优选3个月持有C,混合型基金,平衡混合型基金,中证股票型基金指数收益率*75%+中证债券型基金指数收益率*20%+银行活期存款利率(税后)*5%,中证股票型基金指数收益率,75%,中证债券型基金指数收益率,20%,银行活期存款利率(税后),5%,nan,,nan,
7595,009374.OF,浦银安盛MSCI中国A股ETF联接A,股票型基金,被动指数型基金,MSCI中国A股指数收益率*95%+银行人民币活期存款利率(税后)*5%,MSCI中国A股指数收益率,95%,银行人民币活期存款利率(税后),5%,nan,,nan,,nan,
7596,009375.OF,浦银安盛MSCI中国A股ETF联接C,股票型基金,被动指数型基金,MSCI中国A股指数收益率*95%+银行人民币活期存款利率(税后)*5%,MSCI中国A股指数收益率,95%,银行人民币活期存款利率(税后),5%,nan,,nan,,nan,
7597,009376.OF,景顺长城成长领航,混合型基金,偏股混合型基金,中证800指数收益率*50%+恒生指数收益率(使用估值汇率折算)*30%+中证全债指数收益率*20%,中证800指数收益率,50%,恒生指数收益率(使用估值汇率折算),30%,中证全债指数收益率,20%,nan,,nan,
7598,009377.OF,招商瑞恒一年持有A,混合型基金,偏债混合型基金,中证全债指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(经汇率调整后)*5%,中证全债指数收益率,85%,沪深300指数收益率,10%,恒生指数收益率(经汇率调整后),5%,nan,,nan,
7599,009378.OF,招商瑞恒一年持有C,混合型基金,偏债混合型基金,中证全债指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(经汇率调整后)*5%,中证全债指数收益率,85%,沪深300指数收益率,10%,恒生指数收益率(经汇率调整后),5%,nan,,nan,
